pitch,dist_empirical,dist_binomial,dist_poisson,dist_binomial_tritones,dist_gamma,dist_factor_poisson,dist_gaussian,dist_static
Fbb,0.0,3.11365643e-05,8.55759312e-07,2.58986714e-05,1.87655159e-05,7.86338507e-05,9.54382156e-07,3.00836692e-06
Cbb,0.0,4.82209438e-05,2.40498503e-06,4.85517634e-05,3.71089909e-05,1.29150655e-04,3.24960258e-06,5.98602968e-06
Gbb,0.0,8.83017666e-05,6.64242161e-06,7.96081722e-05,7.26014947e-05,2.11829080e-04,1.03336012e-05,6.54035182e-05
Dbb,0.0,2.43381755e-04,1.79845402e-05,2.12675824e-04,1.40376452e-04,4.02464577e-04,3.06892762e-05,2.55570421e-05
Abb,0.0,4.98779148e-04,4.66718023e-05,4.16041288e-04,2.67909052e-04,7.18554224e-04,8.51206831e-05,6.52024861e-05
Ebb,0.0,6.64819650e-04,1.15529938e-04,5.25017756e-04,5.03962117e-04,1.07208549e-03,2.20494144e-04,2.39075227e-04
Bbb,0.0,1.12111381e-03,2.77575301e-04,1.02536857e-03,9.32805924e-04,1.66360738e-03,5.33423964e-04,3.58389635e-04
Fb,0.0,2.79484566e-03,6.47855542e-04,2.69431949e-03,1.69553249e-03,3.11102416e-03,1.20520657e-03,7.68052831e-04
Cb,0.008207070707070708,4.89265871e-03,1.43160502e-03,4.35297453e-03,3.01939803e-03,5.11132796e-03,2.54310307e-03,1.84977549e-03
Gb,0.0025252525252525255,5.55348242e-03,2.95983625e-03,5.06879821e-03,5.25281788e-03,6.73600464e-03,5.01164085e-03,2.79376367e-03
Db,0.010101010101010102,8.75715139e-03,5.82500040e-03,8.87768622e-03,8.89615232e-03,9.85066561e-03,9.22379032e-03,4.88459256e-03
Ab,0.018308080808080808,1.94751478e-02,1.09772356e-02,2.04024740e-02,1.46061445e-02,1.80272192e-02,1.58544948e-02,8.76642376e-03
Eb,0.030303030303030304,2.85328113e-02,1.92792647e-02,2.79527395e-02,2.31329101e-02,2.62114620e-02,2.54512372e-02,1.71327689e-02
Bb,0.021464646464646464,2.72448938e-02,3.09111572e-02,2.77413559e-02,3.51161222e-02,2.92749800e-02,3.81574105e-02,2.69850615e-02
F,0.043560606060606064,3.97106267e-02,4.59496205e-02,4.27899356e-02,5.06567274e-02,3.98918554e-02,5.34271976e-02,4.04025467e-02
C,0.08080808080808081,7.57924493e-02,6.43491686e-02,7.92630003e-02,6.87449792e-02,7.00654723e-02,6.98649576e-02,8.02227502e-02
G,0.10795454545454546,9.08866141e-02,8.33597789e-02,9.24294512e-02,8.69433542e-02,8.45421679e-02,8.53237449e-02,1.29736301e-01
D,0.06502525252525253,7.15883944e-02,9.75900467e-02,7.58393380e-02,1.01665181e-01,7.47137762e-02,9.73181675e-02,1.26827769e-01
A,0.10542929292929293,8.78881289e-02,1.04592539e-01,8.76713692e-02,1.09341862e-01,8.96325666e-02,1.03664830e-01,1.04246485e-01
E,0.11931818181818182,1.33477536e-01,1.05665240e-01,1.32600668e-01,1.07957152e-01,1.42461257e-01,1.03129394e-01,1.13148696e-01
B,0.12563131313131312,1.29439686e-01,1.00611407e-01,1.28451954e-01,9.80060505e-02,1.27591156e-01,9.58179758e-02,1.28672439e-01
F#,0.07386363636363637,7.88830006e-02,8.81691718e-02,7.70001780e-02,8.21874357e-02,7.78192454e-02,8.31428724e-02,7.88927682e-02
C#,0.041666666666666664,5.22268432e-02,7.09389396e-02,4.41856764e-02,6.41840158e-02,5.16738881e-02,6.73777588e-02,3.70421159e-02
G#,0.030303030303030304,5.14329132e-02,5.39490073e-02,4.53104092e-02,4.71226369e-02,4.93775899e-02,5.09942962e-02,2.91718186e-02
D#,0.05997474747474747,3.99687227e-02,3.94470611e-02,3.93961790e-02,3.28203886e-02,3.69074466e-02,3.60445949e-02,2.72769393e-02
A#,0.023989898989898988,1.98169283e-02,2.73690015e-02,2.23100557e-02,2.18569605e-02,2.04246111e-02,2.37942598e-02,1.65280351e-02
E#,0.01452020202020202,1.03305826e-02,1.78682695e-02,1.19273791e-02,1.40096409e-02,1.15522527e-02,1.46695825e-02,8.47233732e-03
B#,0.005681818181818182,8.50252915e-03,1.12287291e-02,8.60109383e-03,8.68981039e-03,8.61532537e-03,8.44650054e-03,6.60470457e-03
F##,0.006313131313131313,5.53645105e-03,6.94274330e-03,5.65843780e-03,5.23930497e-03,5.66585355e-03,4.54202352e-03,4.51606803e-03
C##,0.004419191919191919,2.20489697e-03,4.19292218e-03,3.33847461e-03,3.08184131e-03,2.94168346e-03,2.28105337e-03,2.32979063e-03
G##,0.0006313131313131314,9.97580876e-04,2.43957515e-03,1.70731855e-03,1.77394431e-03,1.52833211e-03,1.06987988e-03,9.86265479e-04
D##,0.0,7.68311391e-04,1.38362362e-03,1.09417232e-03,1.00176071e-03,9.80485517e-04,4.68649437e-04,4.07202393e-04
A##,0.0,4.19372010e-04,7.80075704e-04,5.25478046e-04,5.56170390e-04,5.85247992e-04,1.91723206e-04,3.87961544e-04
E##,0.0,1.26524603e-04,4.35787944e-04,2.92443251e-04,3.04127229e-04,2.89025912e-04,7.32512043e-05,1.40973792e-04
B##,0.0,5.51634787e-05,2.37672067e-04,1.83478545e-04,1.64049425e-04,1.41752239e-04,2.61377597e-05,4.29698806e-05
