pitch,dist_empirical,dist_binomial,dist_binomial_tritones,dist_gamma,dist_factor_poisson,dist_gaussian,dist_static
Fbb,0.0,5.37018230e-05,5.88043547e-05,7.58502918e-05,1.31134834e-04,1.02643277e-05,6.54020248e-05
Cbb,0.0,1.26891984e-04,1.33527869e-04,1.45451471e-04,2.48665488e-04,3.09442999e-05,2.55564585e-05
Gbb,0.0,2.30672518e-04,2.30421426e-04,2.75800109e-04,4.39837156e-04,8.69686146e-05,6.52009973e-05
Dbb,0.0,4.46543905e-04,4.25044068e-04,5.16407324e-04,7.57970645e-04,2.27864244e-04,2.39069767e-04
Abb,0.0,1.03273942e-03,1.02607761e-03,9.53247953e-04,1.37637816e-03,5.56572251e-04,3.58381451e-04
Ebb,0.002437043054427295,2.00048182e-03,1.95168744e-03,1.73135986e-03,2.43286572e-03,1.26735609e-03,7.68035293e-04
Bbb,0.0012185215272136475,3.11679686e-03,2.90369471e-03,3.08680468e-03,3.86396728e-03,2.69034208e-03,1.84973325e-03
Fb,0.003249390739236393,5.44465529e-03,5.13202145e-03,5.38656355e-03,6.14964792e-03,5.32412313e-03,2.79369988e-03
Cb,0.012997562956945572,1.07420010e-02,1.09565944e-02,9.16714352e-03,1.06273834e-02,9.82246331e-03,4.88448103e-03
Gb,0.017059301380991064,1.70956015e-02,1.73674814e-02,1.51467210e-02,1.68332363e-02,1.68936884e-02,8.76622359e-03
Db,0.021933387489845652,2.25684383e-02,2.13368155e-02,2.41594156e-02,2.29311719e-02,2.70869610e-02,1.71323777e-02
Ab,0.036555645816409424,3.46062082e-02,3.42166623e-02,3.69296514e-02,3.33758141e-02,4.04881399e-02,2.69844453e-02
Eb,0.0686433793663688,5.71516343e-02,6.02486790e-02,5.35997118e-02,5.36556301e-02,5.64192236e-02,4.04016242e-02
Bb,0.07026807473598701,7.31882069e-02,7.58994539e-02,7.30274251e-02,7.05016442e-02,7.32922621e-02,8.02209184e-02
F,0.08164094232331438,7.76481881e-02,7.58869696e-02,9.22248042e-02,7.61725945e-02,8.87607341e-02,1.29733339e-01
C,0.0926076360682372,9.69951963e-02,9.60952175e-02,1.06837729e-01,9.80060525e-02,1.00210997e-01,1.26824873e-01
G,0.12307067424857839,1.28320073e-01,1.34470804e-01,1.13036516e-01,1.35672195e-01,1.05473078e-01,1.04244105e-01
D,0.13850528025995126,1.24987869e-01,1.29958850e-01,1.08889711e-01,1.26350097e-01,1.03490289e-01,1.13146113e-01
A,0.08082859463850528,8.92211855e-02,8.83184167e-02,9.60343032e-02,8.95487595e-02,9.46649726e-02,1.28669501e-01
E,0.06255077173030058,6.66880325e-02,6.00016409e-02,7.80552183e-02,6.79879420e-02,8.07255045e-02,7.88909668e-02
B,0.054427294882209584,6.28703000e-02,5.36303412e-02,5.91727297e-02,5.98927690e-02,6.41747169e-02,3.70412701e-02
F#,0.04670999187652315,4.95347806e-02,4.37947123e-02,4.23938256e-02,4.47387832e-02,4.75607719e-02,2.91711525e-02
C#,0.03127538586515029,2.83778432e-02,3.02466024e-02,2.90194791e-02,2.78646463e-02,3.28598492e-02,2.72763164e-02
G#,0.026401299756295696,1.66507660e-02,2.09200346e-02,1.91366591e-02,1.79341682e-02,2.11647907e-02,1.65276577e-02
D#,0.008935824532900082,1.31492978e-02,1.29566382e-02,1.22336631e-02,1.27722546e-02,1.27084951e-02,8.47214386e-03
A#,0.007717303005686434,8.75322821e-03,8.03789427e-03,7.61876197e-03,8.28824452e-03,7.11387150e-03,6.60455376e-03
E#,0.0036555645816409425,4.09107967e-03,5.51874032e-03,4.64013837e-03,4.74896230e-03,3.71235624e-03,4.51596491e-03
B#,0.002437043054427295,2.03199649e-03,3.51582834e-03,2.77230550e-03,2.77738406e-03,1.80603021e-03,2.32973743e-03
F##,0.003249390739236393,1.46104460e-03,2.12599122e-03,1.62893431e-03,1.73737325e-03,8.19090932e-04,9.86242958e-04
C##,0.0012185215272136475,8.24094900e-04,1.12376404e-03,9.43214838e-04,1.02086973e-03,3.46314729e-04,4.07193095e-04
G##,0.0,3.06236749e-04,7.21162785e-04,5.39140414e-04,5.49195037e-04,1.36502796e-04,3.87952685e-04
D##,0.00040617384240454913,1.35509369e-04,3.74991314e-04,3.04646885e-04,2.99904753e-04,5.01584227e-05,1.40970573e-04
A##,0.0,9.37301308e-05,2.14853762e-04,1.70380004e-04,1.71316428e-04,1.71821669e-05,4.29688994e-05
E##,0.0,4.30664956e-05,1.41558652e-04,9.44090478e-05,9.33943401e-05,5.48711087e-06,2.91084537e-05
B##,0.0,1.19075403e-05,5.80225358e-05,5.18758028e-05,4.77458561e-05,1.63358327e-06,2.71992301e-06
